Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
10,C. Sainz  Ferrari,55,Ferrari,Ferrari,1.0,+16.166 3'43.237,0.682,,110.949,Race,,1.0,
11,F. Alonso  Alpine,14,Alpine,Renault,1.0,+20.590 3'47.661,4.424,,108.793,Race,,,
12,V. Bottas  Mercedes,77,Mercedes,Mercedes,1.0,+22.414 3'49.485,1.824,,107.928,Race,,,
13,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,1.0,+24.163 3'51.234,1.749,,107.112,Race,,,
14,L. Norris  McLaren F1,4,McLaren,Mercedes,1.0,+27.109 3'54.180,2.946,,105.764,Race,,,
15,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,1.0,+28.329 3'55.400,1.22,,105.216,Race,,,
16,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,1.0,+29.507 3'56.578,1.178,,104.692,Race,,,
17,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,1.0,+31.993 3'59.064,2.486,,103.604,Race,,,
18,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,1.0,+36.054 4'03.125,4.061,,101.873,Race,,,
19,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,1.0,+38.205 4'05.276,2.151,,100.98,Race,,,
20,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,1.0,+44.108 4'11.179,5.903,,98.606,Race,,,
